FilmoId,WdLien
31902,http://www.wikidata.org/entity/Q727523
31941,http://www.wikidata.org/entity/Q762926
31984,http://www.wikidata.org/entity/Q816038
3243,http://www.wikidata.org/entity/Q841961
3354,http://www.wikidata.org/entity/Q880515
32388,http://www.wikidata.org/entity/Q902551
3247,http://www.wikidata.org/entity/Q946453
33113,http://www.wikidata.org/entity/Q950833
3135,http://www.wikidata.org/entity/Q1091041
3445,http://www.wikidata.org/entity/Q1118527
3334,http://www.wikidata.org/entity/Q1193347
32936,http://www.wikidata.org/entity/Q1195822
3542,http://www.wikidata.org/entity/Q1198726
31210,http://www.wikidata.org/entity/Q1199639
3074,http://www.wikidata.org/entity/Q1215931
3524,http://www.wikidata.org/entity/Q1218888
31552,http://www.wikidata.org/entity/Q1232077
3356,http://www.wikidata.org/entity/Q1262450
34383,http://www.wikidata.org/entity/Q1307030
3104,http://www.wikidata.org/entity/Q1373591
3315,http://www.wikidata.org/entity/Q1395728
2994,http://www.wikidata.org/entity/Q1470370
3543,http://www.wikidata.org/entity/Q1471671
3343,http://www.wikidata.org/entity/Q1476932
3139,http://www.wikidata.org/entity/Q1529877
3410,http://www.wikidata.org/entity/Q1579960
3563,http://www.wikidata.org/entity/Q1581493
30647,http://www.wikidata.org/entity/Q1619597
3277,http://www.wikidata.org/entity/Q1621402
3286,http://www.wikidata.org/entity/Q1645944
3392,http://www.wikidata.org/entity/Q1750405
3004,http://www.wikidata.org/entity/Q2020909
3534,http://www.wikidata.org/entity/Q2032599
32463,http://www.wikidata.org/entity/Q2108316
30084,http://www.wikidata.org/entity/Q2129644
3569,http://www.wikidata.org/entity/Q2346116
3519,http://www.wikidata.org/entity/Q2421627
34153,http://www.wikidata.org/entity/Q2421670
29709,http://www.wikidata.org/entity/Q2443227
32930,http://www.wikidata.org/entity/Q2475412
3643,http://www.wikidata.org/entity/Q2634673
32267,http://www.wikidata.org/entity/Q2704699
3434,http://www.wikidata.org/entity/Q2914107
36113,http://www.wikidata.org/entity/Q2948120
3267,http://www.wikidata.org/entity/Q3106691
33215,http://www.wikidata.org/entity/Q3201956
3608,http://www.wikidata.org/entity/Q3203688
3508,http://www.wikidata.org/entity/Q3204233
2990,http://www.wikidata.org/entity/Q3227351
3547,http://www.wikidata.org/entity/Q3231621
33183,http://www.wikidata.org/entity/Q3232728
33214,http://www.wikidata.org/entity/Q3236583
33906,http://www.wikidata.org/entity/Q3282580
31561,http://www.wikidata.org/entity/Q3479821
33766,http://www.wikidata.org/entity/Q3503691
33032,http://www.wikidata.org/entity/Q3522319
3287,http://www.wikidata.org/entity/Q3561460
3105,http://www.wikidata.org/entity/Q3607583
29590,http://www.wikidata.org/entity/Q3764866
32357,http://www.wikidata.org/entity/Q3794785
29515,http://www.wikidata.org/entity/Q3951530
34340,http://www.wikidata.org/entity/Q3964049
32225,http://www.wikidata.org/entity/Q3983795
3041,http://www.wikidata.org/entity/Q5002713
36418,http://www.wikidata.org/entity/Q5151749
29583,http://www.wikidata.org/entity/Q6726348
30191,http://www.wikidata.org/entity/Q7004289
30204,http://www.wikidata.org/entity/Q7019603
30238,http://www.wikidata.org/entity/Q7033473
30677,http://www.wikidata.org/entity/Q7142861
31215,http://www.wikidata.org/entity/Q7232309
31799,http://www.wikidata.org/entity/Q7549556
32228,http://www.wikidata.org/entity/Q7699328
33432,http://www.wikidata.org/entity/Q7786232
3075,http://www.wikidata.org/entity/Q10381204
31216,http://www.wikidata.org/entity/Q10863037
34254,http://www.wikidata.org/entity/Q12133405
3603,http://www.wikidata.org/entity/Q12136795
32038,http://www.wikidata.org/entity/Q12337481
35187,http://www.wikidata.org/entity/Q16039330
34165,http://www.wikidata.org/entity/Q16623143
3171,http://www.wikidata.org/entity/Q16650932
34018,http://www.wikidata.org/entity/Q20004270
31191,http://www.wikidata.org/entity/Q21527986
33046,http://www.wikidata.org/entity/Q25344346
3633,http://www.wikidata.org/entity/Q29577843
34498,http://www.wikidata.org/entity/Q33134456
30419,http://www.wikidata.org/entity/Q67123618
4141,http://www.wikidata.org/entity/Q128975
4262,http://www.wikidata.org/entity/Q147921
36850,http://www.wikidata.org/entity/Q151584
3733,http://www.wikidata.org/entity/Q266596
4348,http://www.wikidata.org/entity/Q384776
44033,http://www.wikidata.org/entity/Q470344
4366,http://www.wikidata.org/entity/Q478366
4567,http://www.wikidata.org/entity/Q486417
40901,http://www.wikidata.org/entity/Q669845
4412,http://www.wikidata.org/entity/Q679373
42321,http://www.wikidata.org/entity/Q776890
3687,http://www.wikidata.org/entity/Q826513
4474,http://www.wikidata.org/entity/Q921494
40047,http://www.wikidata.org/entity/Q939803
3852,http://www.wikidata.org/entity/Q978974
39784,http://www.wikidata.org/entity/Q981336
40282,http://www.wikidata.org/entity/Q1101794
42492,http://www.wikidata.org/entity/Q1112799
4373,http://www.wikidata.org/entity/Q1140171
3721,http://www.wikidata.org/entity/Q1161625
3723,http://www.wikidata.org/entity/Q1182497
4363,http://www.wikidata.org/entity/Q1304355
4353,http://www.wikidata.org/entity/Q1590837
45363,http://www.wikidata.org/entity/Q1810512
4364,http://www.wikidata.org/entity/Q1890531
4177,http://www.wikidata.org/entity/Q1895379
39243,http://www.wikidata.org/entity/Q1999366
37786,http://www.wikidata.org/entity/Q2255133
4387,http://www.wikidata.org/entity/Q2264443
37815,http://www.wikidata.org/entity/Q2359344
4205,http://www.wikidata.org/entity/Q2364343
38320,http://www.wikidata.org/entity/Q2470533
43632,http://www.wikidata.org/entity/Q2790720
4368,http://www.wikidata.org/entity/Q2851304
4545,http://www.wikidata.org/entity/Q2925495
36532,http://www.wikidata.org/entity/Q2995754
36945,http://www.wikidata.org/entity/Q3045502
37877,http://www.wikidata.org/entity/Q3078563
38696,http://www.wikidata.org/entity/Q3148534
39125,http://www.wikidata.org/entity/Q3194119
3796,http://www.wikidata.org/entity/Q3203013
39529,http://www.wikidata.org/entity/Q3203475
36482,http://www.wikidata.org/entity/Q3204494
39664,http://www.wikidata.org/entity/Q3204658
39497,http://www.wikidata.org/entity/Q3205528
39702,http://www.wikidata.org/entity/Q3206399
4497,http://www.wikidata.org/entity/Q3207155
39876,http://www.wikidata.org/entity/Q3207977
45706,http://www.wikidata.org/entity/Q3209797
40162,http://www.wikidata.org/entity/Q3211025
40384,http://www.wikidata.org/entity/Q3212421
40401,http://www.wikidata.org/entity/Q3212533
40923,http://www.wikidata.org/entity/Q3222729
40960,http://www.wikidata.org/entity/Q3223224
42437,http://www.wikidata.org/entity/Q3223521
4496,http://www.wikidata.org/entity/Q3225430
41577,http://www.wikidata.org/entity/Q3230457
41808,http://www.wikidata.org/entity/Q3232543
42204,http://www.wikidata.org/entity/Q3236090
37109,http://www.wikidata.org/entity/Q3359260
3684,http://www.wikidata.org/entity/Q3521108
3735,http://www.wikidata.org/entity/Q3731438
39161,http://www.wikidata.org/entity/Q3815827
45696,http://www.wikidata.org/entity/Q3820032
40045,http://www.wikidata.org/entity/Q3822689
44089,http://www.wikidata.org/entity/Q3911407
44123,http://www.wikidata.org/entity/Q3922830
38579,http://www.wikidata.org/entity/Q4041210
38835,http://www.wikidata.org/entity/Q4952100
36693,http://www.wikidata.org/entity/Q5208334
43211,http://www.wikidata.org/entity/Q5956779
39205,http://www.wikidata.org/entity/Q5960612
40185,http://www.wikidata.org/entity/Q5967448
38650,http://www.wikidata.org/entity/Q7405985
4395,http://www.wikidata.org/entity/Q7516009
44883,http://www.wikidata.org/entity/Q7539012
3780,http://www.wikidata.org/entity/Q7621068
38648,http://www.wikidata.org/entity/Q7747505
3654,http://www.wikidata.org/entity/Q7754500
3715,http://www.wikidata.org/entity/Q7758403
37541,http://www.wikidata.org/entity/Q12005770
36478,http://www.wikidata.org/entity/Q12143712
40954,http://www.wikidata.org/entity/Q15990784
4145,http://www.wikidata.org/entity/Q16253633
38155,http://www.wikidata.org/entity/Q16640143
39630,http://www.wikidata.org/entity/Q16651285
40397,http://www.wikidata.org/entity/Q16652684
40242,http://www.wikidata.org/entity/Q16652957
42916,http://www.wikidata.org/entity/Q16665024
3891,http://www.wikidata.org/entity/Q16679081
42838,http://www.wikidata.org/entity/Q17635178
44008,http://www.wikidata.org/entity/Q17636986
39382,http://www.wikidata.org/entity/Q19543874
4134,http://www.wikidata.org/entity/Q23303580
37342,http://www.wikidata.org/entity/Q23893712
37390,http://www.wikidata.org/entity/Q24692181
4461,http://www.wikidata.org/entity/Q28494274
36959,http://www.wikidata.org/entity/Q28961518
44594,http://www.wikidata.org/entity/Q59726189
44075,http://www.wikidata.org/entity/Q72857383
5474,http://www.wikidata.org/entity/Q107167
53956,http://www.wikidata.org/entity/Q130297
51849,http://www.wikidata.org/entity/Q133461
55948,http://www.wikidata.org/entity/Q137800
55637,http://www.wikidata.org/entity/Q148429
5243,http://www.wikidata.org/entity/Q232170
50349,http://www.wikidata.org/entity/Q392662
51757,http://www.wikidata.org/entity/Q466243
5694,http://www.wikidata.org/entity/Q470330
5438,http://www.wikidata.org/entity/Q473628
55947,http://www.wikidata.org/entity/Q474098
5005,http://www.wikidata.org/entity/Q545692
4948,http://www.wikidata.org/entity/Q612628
51984,http://www.wikidata.org/entity/Q635848
5305,http://www.wikidata.org/entity/Q641346
5649,http://www.wikidata.org/entity/Q656910
48462,http://www.wikidata.org/entity/Q660387
5667,http://www.wikidata.org/entity/Q672480
56767,http://www.wikidata.org/entity/Q739509
5561,http://www.wikidata.org/entity/Q771927
5483,http://www.wikidata.org/entity/Q895690
5073,http://www.wikidata.org/entity/Q909098
52348,http://www.wikidata.org/entity/Q945230
5175,http://www.wikidata.org/entity/Q946090
49437,http://www.wikidata.org/entity/Q949228
56417,http://www.wikidata.org/entity/Q960020
47426,http://www.wikidata.org/entity/Q969469
51775,http://www.wikidata.org/entity/Q973124
49679,http://www.wikidata.org/entity/Q1056888
54792,http://www.wikidata.org/entity/Q1058231
47374,http://www.wikidata.org/entity/Q1083938
47058,http://www.wikidata.org/entity/Q1129381
5216,http://www.wikidata.org/entity/Q1131791
5238,http://www.wikidata.org/entity/Q1134147
5642,http://www.wikidata.org/entity/Q1142923
5510,http://www.wikidata.org/entity/Q1194786
55867,http://www.wikidata.org/entity/Q1194947
51093,http://www.wikidata.org/entity/Q1212066
5280,http://www.wikidata.org/entity/Q1345583
5108,http://www.wikidata.org/entity/Q1518218
52581,http://www.wikidata.org/entity/Q1741043
46700,http://www.wikidata.org/entity/Q1752451
4591,http://www.wikidata.org/entity/Q1848967
5590,http://www.wikidata.org/entity/Q1961583
5159,http://www.wikidata.org/entity/Q1962526
52765,http://www.wikidata.org/entity/Q1971748
4795,http://www.wikidata.org/entity/Q1995323
557,http://www.wikidata.org/entity/Q2044064
5343,http://www.wikidata.org/entity/Q2247847
49605,http://www.wikidata.org/entity/Q2264347
4955,http://www.wikidata.org/entity/Q2364482
53091,http://www.wikidata.org/entity/Q2385707
51685,http://www.wikidata.org/entity/Q2409976
4758,http://www.wikidata.org/entity/Q2484626
47361,http://www.wikidata.org/entity/Q2547866
52346,http://www.wikidata.org/entity/Q2559943
46878,http://www.wikidata.org/entity/Q2568856
4908,http://www.wikidata.org/entity/Q2576433
5555,http://www.wikidata.org/entity/Q2596632
55533,http://www.wikidata.org/entity/Q2700562
4876,http://www.wikidata.org/entity/Q2836473
50883,http://www.wikidata.org/entity/Q3073035
5398,http://www.wikidata.org/entity/Q3206681
5184,http://www.wikidata.org/entity/Q3213945
4749,http://www.wikidata.org/entity/Q3236967
50891,http://www.wikidata.org/entity/Q3311910
53279,http://www.wikidata.org/entity/Q3325145
53282,http://www.wikidata.org/entity/Q3327195
52773,http://www.wikidata.org/entity/Q3364943
47049,http://www.wikidata.org/entity/Q3399752
53795,http://www.wikidata.org/entity/Q3481305
5650,http://www.wikidata.org/entity/Q3491303
55961,http://www.wikidata.org/entity/Q3497106
46107,http://www.wikidata.org/entity/Q3535597
46328,http://www.wikidata.org/entity/Q3548611
47602,http://www.wikidata.org/entity/Q3561474
55929,http://www.wikidata.org/entity/Q3577203
5631,http://www.wikidata.org/entity/Q3740615
5161,http://www.wikidata.org/entity/Q3794424
50523,http://www.wikidata.org/entity/Q3795320
56159,http://www.wikidata.org/entity/Q3931217
4714,http://www.wikidata.org/entity/Q4184839
52380,http://www.wikidata.org/entity/Q4417246
56030,http://www.wikidata.org/entity/Q4657463
55178,http://www.wikidata.org/entity/Q5228041
45877,http://www.wikidata.org/entity/Q5287266
45924,http://www.wikidata.org/entity/Q7772523
4752,http://www.wikidata.org/entity/Q11344775
4640,http://www.wikidata.org/entity/Q11752931
5492,http://www.wikidata.org/entity/Q13479315
5549,http://www.wikidata.org/entity/Q16028390
48304,http://www.wikidata.org/entity/Q16028861
570,http://www.wikidata.org/entity/Q16258304
56294,http://www.wikidata.org/entity/Q16671857
4885,http://www.wikidata.org/entity/Q16680841
55335,http://www.wikidata.org/entity/Q23899181
55987,http://www.wikidata.org/entity/Q49824390
48837,http://www.wikidata.org/entity/Q64266388
56172,http://www.wikidata.org/entity/Q64876895
53149,http://www.wikidata.org/entity/Q48980
58652,http://www.wikidata.org/entity/Q72273
60933,http://www.wikidata.org/entity/Q150804
6119,http://www.wikidata.org/entity/Q152232
58324,http://www.wikidata.org/entity/Q197412
6433,http://www.wikidata.org/entity/Q217220
57187,http://www.wikidata.org/entity/Q220955
60092,http://www.wikidata.org/entity/Q221384
62336,http://www.wikidata.org/entity/Q261899
57414,http://www.wikidata.org/entity/Q267866
6502,http://www.wikidata.org/entity/Q285651
62451,http://www.wikidata.org/entity/Q316761
64819,http://www.wikidata.org/entity/Q322612
58837,http://www.wikidata.org/entity/Q426748
6418,http://www.wikidata.org/entity/Q513716
6398,http://www.wikidata.org/entity/Q518882
6404,http://www.wikidata.org/entity/Q520650
57309,http://www.wikidata.org/entity/Q599095
59400,http://www.wikidata.org/entity/Q608424
5882,http://www.wikidata.org/entity/Q639620
59262,http://www.wikidata.org/entity/Q648977
6405,http://www.wikidata.org/entity/Q686395
67161,http://www.wikidata.org/entity/Q688570
58110,http://www.wikidata.org/entity/Q785434
58065,http://www.wikidata.org/entity/Q808751
58625,http://www.wikidata.org/entity/Q834530
63448,http://www.wikidata.org/entity/Q919331
6442,http://www.wikidata.org/entity/Q984164
67944,http://www.wikidata.org/entity/Q1030728
64579,http://www.wikidata.org/entity/Q1051469
6065,http://www.wikidata.org/entity/Q1055796
57323,http://www.wikidata.org/entity/Q1125349
5911,http://www.wikidata.org/entity/Q1133277
67367,http://www.wikidata.org/entity/Q1143310
6438,http://www.wikidata.org/entity/Q1302078
6809,http://www.wikidata.org/entity/Q1306377
6437,http://www.wikidata.org/entity/Q1426269
57834,http://www.wikidata.org/entity/Q1460522
5788,http://www.wikidata.org/entity/Q1514240
6474,http://www.wikidata.org/entity/Q1521254
6151,http://www.wikidata.org/entity/Q1620572
6185,http://www.wikidata.org/entity/Q1624365
59130,http://www.wikidata.org/entity/Q1635521
65924,http://www.wikidata.org/entity/Q1641156
5700,http://www.wikidata.org/entity/Q1747484
6686,http://www.wikidata.org/entity/Q1753552
602,http://www.wikidata.org/entity/Q1754488
59034,http://www.wikidata.org/entity/Q1756254
61083,http://www.wikidata.org/entity/Q1760143
6323,http://www.wikidata.org/entity/Q1761192
65191,http://www.wikidata.org/entity/Q2081164
62359,http://www.wikidata.org/entity/Q2122137
61213,http://www.wikidata.org/entity/Q2301945
57738,http://www.wikidata.org/entity/Q2407062
60967,http://www.wikidata.org/entity/Q2419424
6249,http://www.wikidata.org/entity/Q2607713
6520,http://www.wikidata.org/entity/Q2704744
59320,http://www.wikidata.org/entity/Q2887315
66097,http://www.wikidata.org/entity/Q2910742
57754,http://www.wikidata.org/entity/Q2928022
58227,http://www.wikidata.org/entity/Q2981267
61923,http://www.wikidata.org/entity/Q3208819
66092,http://www.wikidata.org/entity/Q3213861
62000,http://www.wikidata.org/entity/Q3225085
6420,http://www.wikidata.org/entity/Q3225740
67905,http://www.wikidata.org/entity/Q3281101
6083,http://www.wikidata.org/entity/Q3326142
67162,http://www.wikidata.org/entity/Q3427184
62574,http://www.wikidata.org/entity/Q3429121
5893,http://www.wikidata.org/entity/Q3517797
6726,http://www.wikidata.org/entity/Q3548887
59747,http://www.wikidata.org/entity/Q3572145
59020,http://www.wikidata.org/entity/Q3750839
5966,http://www.wikidata.org/entity/Q3985370
58687,http://www.wikidata.org/entity/Q3990024
58251,http://www.wikidata.org/entity/Q4135912
58523,http://www.wikidata.org/entity/Q4200154
6574,http://www.wikidata.org/entity/Q4442882
67674,http://www.wikidata.org/entity/Q4729834
57948,http://www.wikidata.org/entity/Q5175709
59363,http://www.wikidata.org/entity/Q5246765
58791,http://www.wikidata.org/entity/Q5437693
58617,http://www.wikidata.org/entity/Q5691893
57409,http://www.wikidata.org/entity/Q7111179
67025,http://www.wikidata.org/entity/Q7127651
59064,http://www.wikidata.org/entity/Q7174685
6415,http://www.wikidata.org/entity/Q7240703
57814,http://www.wikidata.org/entity/Q7415690
6392,http://www.wikidata.org/entity/Q7751348
6762,http://www.wikidata.org/entity/Q12128421
5823,http://www.wikidata.org/entity/Q14836211
60399,http://www.wikidata.org/entity/Q15052373
5704,http://www.wikidata.org/entity/Q16639731
57288,http://www.wikidata.org/entity/Q16654146
62827,http://www.wikidata.org/entity/Q17632645
58923,http://www.wikidata.org/entity/Q20814636
67816,http://www.wikidata.org/entity/Q21009276
64116,http://www.wikidata.org/entity/Q22000629
63281,http://www.wikidata.org/entity/Q22350749
578,http://www.wikidata.org/entity/Q64759708
65574,http://www.wikidata.org/entity/Q43925
82919,http://www.wikidata.org/entity/Q128646
80503,http://www.wikidata.org/entity/Q151751
74917,http://www.wikidata.org/entity/Q151884
82826,http://www.wikidata.org/entity/Q168821
79124,http://www.wikidata.org/entity/Q204670
7565,http://www.wikidata.org/entity/Q255812
81347,http://www.wikidata.org/entity/Q275187
72251,http://www.wikidata.org/entity/Q426396
681,http://www.wikidata.org/entity/Q497043
7527,http://www.wikidata.org/entity/Q508931
7012,http://www.wikidata.org/entity/Q528958
6824,http://www.wikidata.org/entity/Q544434
84458,http://www.wikidata.org/entity/Q606392
8096,http://www.wikidata.org/entity/Q639604
8000,http://www.wikidata.org/entity/Q647939
81279,http://www.wikidata.org/entity/Q679657
77288,http://www.wikidata.org/entity/Q691611
73757,http://www.wikidata.org/entity/Q714057
74646,http://www.wikidata.org/entity/Q752434
80348,http://www.wikidata.org/entity/Q776607
69263,http://www.wikidata.org/entity/Q797245
844,http://www.wikidata.org/entity/Q875904
76272,http://www.wikidata.org/entity/Q1046841
696,http://www.wikidata.org/entity/Q1056792
72046,http://www.wikidata.org/entity/Q1106851
7554,http://www.wikidata.org/entity/Q1169655
6860,http://www.wikidata.org/entity/Q1198096
85267,http://www.wikidata.org/entity/Q1198214
7863,http://www.wikidata.org/entity/Q1211216
7229,http://www.wikidata.org/entity/Q1213266
760,http://www.wikidata.org/entity/Q1215374
7892,http://www.wikidata.org/entity/Q1216528
77427,http://www.wikidata.org/entity/Q1284439
71831,http://www.wikidata.org/entity/Q1405016
70101,http://www.wikidata.org/entity/Q1405305
81784,http://www.wikidata.org/entity/Q1410628
7515,http://www.wikidata.org/entity/Q1420651
8010,http://www.wikidata.org/entity/Q1446927
80173,http://www.wikidata.org/entity/Q1512168
7186,http://www.wikidata.org/entity/Q1548954
7999,http://www.wikidata.org/entity/Q1637390
84158,http://www.wikidata.org/entity/Q1675435
7893,http://www.wikidata.org/entity/Q1746058
78788,http://www.wikidata.org/entity/Q1747959
82006,http://www.wikidata.org/entity/Q1751720
82596,http://www.wikidata.org/entity/Q1753929
72041,http://www.wikidata.org/entity/Q1767580
7066,http://www.wikidata.org/entity/Q1982191
72859,http://www.wikidata.org/entity/Q2004290
80545,http://www.wikidata.org/entity/Q2301784
7897,http://www.wikidata.org/entity/Q2529456
70586,http://www.wikidata.org/entity/Q2541350
68150,http://www.wikidata.org/entity/Q2604363
776,http://www.wikidata.org/entity/Q2651105
7183,http://www.wikidata.org/entity/Q2656419
797,http://www.wikidata.org/entity/Q2754899
83059,http://www.wikidata.org/entity/Q2964460
717,http://www.wikidata.org/entity/Q2972332
7058,http://www.wikidata.org/entity/Q3006300
8098,http://www.wikidata.org/entity/Q3008265
82731,http://www.wikidata.org/entity/Q3015574
83782,http://www.wikidata.org/entity/Q3016384
7700,http://www.wikidata.org/entity/Q3045233
78933,http://www.wikidata.org/entity/Q3089482
83129,http://www.wikidata.org/entity/Q3156649
7922,http://www.wikidata.org/entity/Q3203816
75597,http://www.wikidata.org/entity/Q3211508
77384,http://www.wikidata.org/entity/Q3227800
7153,http://www.wikidata.org/entity/Q3258654
76514,http://www.wikidata.org/entity/Q3347729
82108,http://www.wikidata.org/entity/Q3388399
72524,http://www.wikidata.org/entity/Q3441176
7798,http://www.wikidata.org/entity/Q3478933
7288,http://www.wikidata.org/entity/Q3545643
74997,http://www.wikidata.org/entity/Q3605104
71334,http://www.wikidata.org/entity/Q4312939
78251,http://www.wikidata.org/entity/Q4385060
748,http://www.wikidata.org/entity/Q4659196
71034,http://www.wikidata.org/entity/Q4927487
73056,http://www.wikidata.org/entity/Q5015180
8398,http://www.wikidata.org/entity/Q5277773
8486,http://www.wikidata.org/entity/Q5351374
84853,http://www.wikidata.org/entity/Q5648513
7231,http://www.wikidata.org/entity/Q5824723
79040,http://www.wikidata.org/entity/Q6021118
850,http://www.wikidata.org/entity/Q7033339
73738,http://www.wikidata.org/entity/Q7524148
73021,http://www.wikidata.org/entity/Q8000625
70896,http://www.wikidata.org/entity/Q8026205
808,http://www.wikidata.org/entity/Q8058437
80349,http://www.wikidata.org/entity/Q11786367
7199,http://www.wikidata.org/entity/Q12125963
7234,http://www.wikidata.org/entity/Q12141208
71791,http://www.wikidata.org/entity/Q19606524
8294,http://www.wikidata.org/entity/Q23199082
7737,http://www.wikidata.org/entity/Q29034215
71971,http://www.wikidata.org/entity/Q30765099
75900,http://www.wikidata.org/entity/Q39485944
68164,http://www.wikidata.org/entity/Q62595536
76743,http://www.wikidata.org/entity/Q65055341
29254,http://www.wikidata.org/entity/Q134075
2472,http://www.wikidata.org/entity/Q174785
2794,http://www.wikidata.org/entity/Q212387
27227,http://www.wikidata.org/entity/Q275530
2573,http://www.wikidata.org/entity/Q303833
24136,http://www.wikidata.org/entity/Q320380
289,http://www.wikidata.org/entity/Q425669
2505,http://www.wikidata.org/entity/Q544910
24688,http://www.wikidata.org/entity/Q559187
2710,http://www.wikidata.org/entity/Q569189
2698,http://www.wikidata.org/entity/Q596844
2798,http://www.wikidata.org/entity/Q603092
2903,http://www.wikidata.org/entity/Q688329
2927,http://www.wikidata.org/entity/Q725946
2647,http://www.wikidata.org/entity/Q743928
28839,http://www.wikidata.org/entity/Q768133
24234,http://www.wikidata.org/entity/Q875444
24237,http://www.wikidata.org/entity/Q880357
2756,http://www.wikidata.org/entity/Q936295
25623,http://www.wikidata.org/entity/Q970967
2678,http://www.wikidata.org/entity/Q1169369
2630,http://www.wikidata.org/entity/Q1216738
2773,http://www.wikidata.org/entity/Q1254451
27136,http://www.wikidata.org/entity/Q1290897
2555,http://www.wikidata.org/entity/Q1305485
2448,http://www.wikidata.org/entity/Q1306726
28842,http://www.wikidata.org/entity/Q1309641
24217,http://www.wikidata.org/entity/Q1350381
24330,http://www.wikidata.org/entity/Q1388313
24324,http://www.wikidata.org/entity/Q1393337
26226,http://www.wikidata.org/entity/Q1445696
24812,http://www.wikidata.org/entity/Q1506746
28027,http://www.wikidata.org/entity/Q1610106
28650,http://www.wikidata.org/entity/Q1749795
2571,http://www.wikidata.org/entity/Q1808437
2768,http://www.wikidata.org/entity/Q1885686
2415,http://www.wikidata.org/entity/Q1987654
25172,http://www.wikidata.org/entity/Q1999930
24289,http://www.wikidata.org/entity/Q2225175
2583,http://www.wikidata.org/entity/Q2257944
2776,http://www.wikidata.org/entity/Q2294392
24479,http://www.wikidata.org/entity/Q2364455
24825,http://www.wikidata.org/entity/Q2382876
27534,http://www.wikidata.org/entity/Q2396899
2930,http://www.wikidata.org/entity/Q2491641
2554,http://www.wikidata.org/entity/Q2576334
2765,http://www.wikidata.org/entity/Q2658283
24323,http://www.wikidata.org/entity/Q2956066
2729,http://www.wikidata.org/entity/Q3177130
27967,http://www.wikidata.org/entity/Q3194567
28312,http://www.wikidata.org/entity/Q3206884
28359,http://www.wikidata.org/entity/Q3208008
28908,http://www.wikidata.org/entity/Q3224825
24712,http://www.wikidata.org/entity/Q3225487
29227,http://www.wikidata.org/entity/Q3236383
24666,http://www.wikidata.org/entity/Q3284704
2857,http://www.wikidata.org/entity/Q3400458
26716,http://www.wikidata.org/entity/Q3414366
2865,http://www.wikidata.org/entity/Q3427587
2483,http://www.wikidata.org/entity/Q3542560
2594,http://www.wikidata.org/entity/Q3589392
25230,http://www.wikidata.org/entity/Q3647570
26993,http://www.wikidata.org/entity/Q3772773
27240,http://www.wikidata.org/entity/Q3785550
27523,http://www.wikidata.org/entity/Q3794045
26875,http://www.wikidata.org/entity/Q3902823
26846,http://www.wikidata.org/entity/Q4004430
28873,http://www.wikidata.org/entity/Q4256170
24278,http://www.wikidata.org/entity/Q4547766
24317,http://www.wikidata.org/entity/Q4646304
24351,http://www.wikidata.org/entity/Q4656966
24562,http://www.wikidata.org/entity/Q4698021
24564,http://www.wikidata.org/entity/Q4698427
24639,http://www.wikidata.org/entity/Q4744020
24671,http://www.wikidata.org/entity/Q4760767
24690,http://www.wikidata.org/entity/Q4768264
24879,http://www.wikidata.org/entity/Q4854230
24892,http://www.wikidata.org/entity/Q4859492
24937,http://www.wikidata.org/entity/Q4878505
24939,http://www.wikidata.org/entity/Q4879412
2850,http://www.wikidata.org/entity/Q5003781
24476,http://www.wikidata.org/entity/Q5151875
25986,http://www.wikidata.org/entity/Q5256524
27192,http://www.wikidata.org/entity/Q5706378
28705,http://www.wikidata.org/entity/Q6494844
29049,http://www.wikidata.org/entity/Q6510288
24819,http://www.wikidata.org/entity/Q7712563
24909,http://www.wikidata.org/entity/Q7715904
2569,http://www.wikidata.org/entity/Q8773893
25889,http://www.wikidata.org/entity/Q10720418
27068,http://www.wikidata.org/entity/Q13581140
27319,http://www.wikidata.org/entity/Q15040754
29433,http://www.wikidata.org/entity/Q15679971
25584,http://www.wikidata.org/entity/Q16249355
26069,http://www.wikidata.org/entity/Q16628596
27905,http://www.wikidata.org/entity/Q16864748
26318,http://www.wikidata.org/entity/Q18149574
28048,http://www.wikidata.org/entity/Q19321750
27008,http://www.wikidata.org/entity/Q31436660
24480,http://www.wikidata.org/entity/Q23896
92667,http://www.wikidata.org/entity/Q143605
93541,http://www.wikidata.org/entity/Q143901
88953,http://www.wikidata.org/entity/Q144756
99723,http://www.wikidata.org/entity/Q147308
9804,http://www.wikidata.org/entity/Q196933
8633,http://www.wikidata.org/entity/Q240194
92652,http://www.wikidata.org/entity/Q274529
97265,http://www.wikidata.org/entity/Q379237
9321,http://www.wikidata.org/entity/Q499706
99228,http://www.wikidata.org/entity/Q592838
98424,http://www.wikidata.org/entity/Q598752
863,http://www.wikidata.org/entity/Q603067
9792,http://www.wikidata.org/entity/Q611966
8664,http://www.wikidata.org/entity/Q625429
8841,http://www.wikidata.org/entity/Q667503
89450,http://www.wikidata.org/entity/Q672402
8844,http://www.wikidata.org/entity/Q688938
97425,http://www.wikidata.org/entity/Q732960
943,http://www.wikidata.org/entity/Q753107
96234,http://www.wikidata.org/entity/Q753677
8836,http://www.wikidata.org/entity/Q762455
9078,http://www.wikidata.org/entity/Q771955
8837,http://www.wikidata.org/entity/Q886429
8883,http://www.wikidata.org/entity/Q930540
9410,http://www.wikidata.org/entity/Q935549
88925,http://www.wikidata.org/entity/Q971652
89248,http://www.wikidata.org/entity/Q1125611
